organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Positive Results _L&D HV02-12,MOH 731 Positive Results_ANC HV02-11,MOH 731 Positive Results_PNC<=6wks HV02-13,MOH 731 Positive_Total (Sum HV01-18 to HV01-25) HV01-26
UmN02RNDmtB,Silanga (MSF Belgium) Dispensary,13186,,,3,,13
fr2WuyAuQPz,Silibwet Dispensary,17860,,,1,,2
LeiEBPdQtoW,Silibwet Dispensary (Bomet),15570,,,2,,9
PoAHq41Wjsk,Silibwet Health Centre (Nyandarua West),11009,,,,,1
DAy7ZVZUD0i,Siloam Hospital,15571,,,,,8
LUtxr3IE2Xz,Silungai Dispensary,25984,,,,,2
Ya6kvXptzdo,Simaho Maternity Home,13442,,,,,1
heqPEgGraSS,Simba Health Centre,15574,,,2,1,6
uirOz9L34AZ,Simba Opepo Health Centre,14088,,,1,,6
R7ltdc1WXOJ,Simbi Health Centre,14089,,,1,,2
bsWJDHxiuNB,Simenya Health Centre,14091,,,,,3
dl5sGRIn0SS,Simotwo Dispensary (Keiyo),15578,,,,,1
cou6ba10jsl,Sinai Outpatient and Drug Rehabilitation Centre,30539,,,,,1
UuvEzG4s7rr,Singawa Medical Clinic,11797,,,,,1
bOV4i14mXvI,Sino Health Centre,14092,,,,,1
PKZbcnRwCfc,Sinoko Dispensary (Likuyani),16127,,,,,3
c6udqJED2EB,Sinoko Health Centre,16126,,,1,,6
eDnVQzkzc3B,Sio Port Sub County Hospital,16128,,1,3,,14
jvB87WUXFeY,Siomo Health centre,15585,,,,,2
fFbd7D0gwb9,Siongiroi Health Centre,15587,,,2,,5
Gp3mDe3mSdO,Sipili Health Centre,15589,,,,,3
kqKlyCbsS0P,Sipili Maternity and Nursing Home (Ol-Moran),17148,,,,,1
ELjpUSFjC7d,Sirakaru Dispensary,17990,,,1,,4
PJL0GkJnlST,Sirembe Dispensary,14093,,,1,,5
V0PeLlQNL7w,Siriba Dispensary,14094,,,,,2
uGrCgcX6xGk,Sirimba Dispensary,16129,,,,,1
LM6YIpZduiU,Sirisia Sub County Hospital,16130,,,,,4
DDiNOmleakD,Siruti Dispensary,17051,,,1,,3
MnFD3y1T1GX,Sisenye Dispensary,16131,,,2,,7
ODM2QM6y8hO,Sisokhe Dispensary,20041,,,,,1
IkXoCxBV4Ih,Sister Freda Medical Centre,15641,,,,,1
EIAsU8lMsZJ,Sister's of St. Josepth Catholic Dispensary,23131,,,,,1
p6qxKcVn83Y,Sitatunga Dispensary,17027,,,1,,5
XxAur28dNed,Sitikho Dispensary,21736,,,,,2
Hvo3qjmJZTO,Sivilie Health Centre,16147,healthcentre,,,,6
NM3kYhNWFNs,Siyiapei (AIC) Dispensary,15599,,,,,1
XGsJgwHM3fs,Smart Healthcare Maai Mahiu,22990,New Facility located in Maai mahiu centre,,,,1
S42NaQ2x43j,Sogoo Health Centre,15605,,,1,1,7
XMu4DpnN95t,Soin Sub County Hospital,15200,,,,,4
rXL6yhPOYnm,Sokoni Arcade VCT,13188,,,,,17
DqL6lepDaYp,Sokoni Dreams-Kawangware,28880,,,,,1
wb4atVE1NIu,Solea Medical Clinic,11016,,,,,1
zfT6ep9SiIj,Soliat Dispensary,15607,,,,,1
WEeNVuf0HQU,Solyot Dispensary,15608,,,1,,2
OB7IC7CcLnh,Sonak Community Medical Centre,16132,,,,,1
Gk01HeIfjsg,Sondu sub county Hospital,14096,,,1,1,7
sR008hvpu5e,Sony Medical Centre,14097,,,1,,6
g09w8MpbNzp,Sori Lakeside Hospital (Sindo),23677,,,,,1
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,,,2,,5
ejzRh7NgQcY,Sosera Health Centre,14099,,,,,1
YTqyEB3FYOe,Sosiot Health Centre,15617,,,1,,8
OiCMNqhH0ji,Sosiot Medical Centre,20846,Private Clinic,1,,,1
OazZ7QPI7xv,Sosit Dispensary,15618,,,,1,1
qNME55udR97,Sosoni Dispensary,11805,,,,,2
zvWQ5tdZfKO,Sotik Health Centre,15619,,,,,11
KgodLsm367V,South B Police Band Dispensary,13144,,,2,,5
tMbCxhtt0QI,South Horr (Catholic) Health Centre,15622,,1,,,
M2LzTsDZb9v,South Ngariama Health Centre,20395,,,,,4
fmLvEUsG5e5,Soweto Kayole Phc Health Centre,13017,Near Soweto Kayole Police Station,,,,6
Gwo8OLfAeek,Soy Sambu Dispensary,16134,,,,,2
IbvjcV6yaw7,Soymining Dispensary,22548,Dispensary,,,,2
D3ibZDNpgUO,Spacecare Health Services,13212,,,,,1
ZLiupnhoyzT,Special Treatment Clinic,13193,,,,,33
a5uGs0ftZij,Spring View Medical Clinic,29032,,,,,1
vcH3RspchqQ,St  Francis  Hospital,29391,,,,,1
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Situated in Suba Central and a private Hospital.,,,,2
pvNnplBruab,St Akidiva Mindira Hospital - Mabera,20020,,,1,,4
BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219,,,1,,20
PJESmU1NFjO,St Ann Hospital,12743,,,1,1,3
WWktm23jeny,St Ann hospital (Gathanga),21982,Clinic,,,,1
EIBVrzRoJOI,St Ann's Medical Clinic,EIBVrzRoJOI,,,,,2
W2o0QiPmBhA,St Anne Kariene Dispensary,12744,,,,,3
nBqMvI4eZig,St Anns Medical Centre,17989,,1,,,8
SCNrVS57GNa,St Anthony Catholic Hospital,15628,,,1,,1
OfmqkLt3tdu,St Anthony Lemek Dispensary,15626,,,,,1
L0IyzmEvlro,St Antony's Abossi Health Centre,15627,,,,,2
xyqzLEu0jDE,St Assisi Sisters of Mary Immaculate Nursing Home,12745,,,,,5
xbEM1rj9CDK,St Bakhita Mission,22151,,,1,,6
F3baHs7ruQU,St Barbara Mosocho Health Centre,13822,,,,,2
AYsyVI9BxYn,St Barkita Dispensary Utawala,17723,,,,,5
DThwjc1ds5J,St Benedetto Health Centre,16526,,,,,1
Cr2XYPTuw9q,St Boniface Dispensary,15630,,1,,1,5
UeRIwewVX7n,St Bridgit Kalemunyang Dispensary,14661,,,,1,1
JJHQ16uTrPX,St Camillus Mission Hospital,14103,,,2,,23
ymVyoLJ8yId,St Catherine Napetet Dispensary,15634,,,1,,7
gbGbqNrcrFv,St Catherine's Mission Ichuni,20914,,,2,,3
hCCacTXjCYp,St Charles Lwanga Dispensary,11030,,,,,2
LhqVXAyAmeX,St Clare Bolo Health Centre,14104,,,1,,6
j7SMeC3Y1bU,St Clare Health Centre,15635,,,,,1
IKD1KqSlD7j,St Clare Medical Centre,16137,,,,,2
vLIbRGx39D3,St Consolata Clinic,14105,,,,,1
ZKVebVoAh99,St Damiano Mission Hospital,16138,,,,,12
tTAHvMCQVS1,St Elizabeth Chiga Health Centre,14106,FBO,,2,,18
nXaMv9GOjWk,St Elizabeth Health Centre,15636,,,,,1
PvuLFowO5Cs,St Elizabeth Lwak Mission Health Centre,13739,,,1,,16
CcLG7lrb0Oe,St Elizabeth Nursing Home,15637,,,,,1
SeLYvjWGi5f,St Francis Community  Hospital,13202,,,2,,21
E6Zr4jKhkXl,St Francis Dispensary,20262,,,,,2
SBarmBKPJT4,St Francis Health Centre,12748,,,,,3
VLhawK1sjVJ,St Francis Health Centre (Subukia),15639,,,,,1
xgmWaHV5D66,St Immaculate Clinic,12750,,,,,2
TLYxOpSwSUe,St Jairus Hospital,21766,,,,,4
lLfXNIuukKj,St James  Amenity Hospital,20468,,,1,,3
MCxYHCi7SKV,St Jane Nursing Home,16870,,,,,4
HiYExi21bCp,St John Hospital,13205,,1,1,,6
dQnlgfrAj7g,St Joseph (EDARP) Clinic,13207,,,3,,15
CWWhPNLBuQz,St Joseph Catholic Dispensary (Maungu),22771,Along Maungu Kasigau Road,,,,3
zZ24uGJ3OVi,St Joseph Catholic Dispensary (Ruiru),11041,,,,,2
nI19Olg7c4G,St Joseph Hospital,15647,,1,2,1,4
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Situated in Suba Central and a its FBO Hospital,,3,,28
ZYF5HlmIFYp,St Joseph Mukasa Dispensary,13208,2,,,,7
hHHNQYQj75L,St Joseph Nursing Home,16409,,,1,,1
K9f6OavyAsf,St Joseph W Dispensary (Westlands),13209,,,,,10
AHM06z0QKsS,St Joseph's Health Centre (Dagoretti),13210,,,,,7
yr1OdefeL3S,St Joseph's Obaga Dispensary,14111,,,1,,6
iV6KcqpZpNP,St Joseph's Shelter of Hope,11817,,,,,4
acxCwaHOfUQ,St Jude Thaddeus Medical Clinic,19672,,,1,,1
U0hYJdN3jod,St Judes Nursing Home Hospital,19603,,,,,3
MXHxepw8K5w,St Kizito Health Centre,14114,,,,,1
mrRGRJwEwUm,St Lawrence Dispensary,17517,,,,,1
NLxBa404u4k,St Leonard Hospital,15649,,,,,4
Dpo1W5ZFOY0,St Lukes ( ACK) Nursing Home(Kaloleni),11818,,,,,13
BOcLXF8VIvK,St Mark Medical Clinic - Tala,16742,,,,,7
bX5nd5eRa7d,St Mark's Lela Health Centre,14118,,,1,,7
Y9ozzrFMnYy,St Mary Health Centre (Kiserian),15652,,,,,3
YcdzOTWj8p0,St Mary's Dispensary (Lugari),16139,,,,,2
nglM1rnUbDc,St Mary's Health Care,22554,Near View Breeze Hotel,,,,1
ymQ38wfUUFK,St Mary's Health Services,13217,,,,,1
Exfoa5M734Y,St Mary's Holistic Medical Clinic,24034,,,,,2
Ohe5HjRN8PF,St Mary's Hospital (Gilgil),15654,,,,,4
Ohx8SxDgCfo,St Mary's Hospital (Mumias),16141,,,1,,40
NGhrinWu2pY,St Mary's Kalokol Primary Health Care Programme,15656,,,,,4
chXwFzmckgz,St Mary's Mission Hospital,13218,,,1,1,18
tXopH4h3EtN,St Mary's Yala Dispensary,16418,,,1,,4
d23ZMyDAOEE,St Mathews and Sarah Dispensary,11059,,,,,2
KH5TZ2Kiuld,St Mercelline Roo Health centre (Suba),14059,,,,,5
ZSGZG998uN2,St Michael Dispensary,15658,,,,,1
yFn8SX1qQbG,St Monica Hospital,14120,,,2,,18
Cpr8bbDF973,St Monica Hospital (Town Clinic),20836,,,,,8
Qv62ysRtBDq,St Monica Nakwamekwi Dispensary,15661,,,3,,11
gMhjxJKU9mM,St Monica Rapogi Hospital,14121,,,2,,15
umZH5Ae9wN1,St Mulumba Mission Hospital,10765,,,1,,4
Uzeho3ZhlQI,St Odilia's Dispensary,13221,,,,,3
qxRsPXiP9p4,St Orsola Mission Hospital,12769,,1,,,8
L3W78DWaVfN,St Patrick Health Care Centre,13222,,,,,1
bPtuj3SUxZm,St Patrick Kanamkemer Dispensary,15662,,,,,8
Xac1eOb2dTq,St Paul Dispensary,14123,,,,,6
QDx1Cr19K3c,St Paul's Mission Hospital,14124,,,2,,10
F3B1mEj38qX,St Peter's and Ann Medical Centre,22646,Medical Centre,,,,1
COpiQeVtvEL,St Pius Musoli Health Centre,16145,,,2,,13
QwwfA6dvS2J,St Raphael Okoth Dispensary,22384,,,,,3
yE0YJfPxCUc,St Raphael's Clinic,17683,,,,,9
fwMQloLWpni,St Ruth Clinic,14125,,,,,2
IKw542PHZxa,St Teresa Medical Clinic,12772,,,,,2
r46AQF1KZv5,St Teresa Nursing Home,11071,,,,,4
n5BCxrg0imy,St Teresa's Parish Dispensary,13225,,,,,2
hkGIxRAqS3b,St Theresa Dispensary,11826,,,1,,1
BlRuaWrVcQB,ST Theresa Gitare Dispensary,29269,,,,,1
nGyonUvdpOm,St Theresa Hospital (Kiirua),12303,,,,,12
zm8SMP2MmKm,St Therese Dispensary,15667,,,1,,6
eUtPAJRaZMI,St Thomas Maternity Hospital,18435,,,1,,3
py5vYZIHN6z,St Valeria Medical Clinic,11828,,,,,1
jNY1DdzbBDr,St Veronica EDARP Clinic,18409,FBO,,1,,4
dEPpmoSHG1v,St Vincent Catholic Clinic,13230,,,4,,14
WCFjDYvoyij,St Vincent Clinic (Kisumu East),14127,,,,,4
OaoMmCrvSNm,St Vincents De Paul Health Centre,14128,,,,,10
ubuTf8Sdoih,St. Joseph RiftValley Hospital,25155,Primary care hospital,,,,19
jjHfXDDJGS7,St. Lucia Medical Centre,25071,Medical Centre,,,,3
MsF0OYgs0ut,St. Monica Eregi Mission Health Centre,15881,,1,,,2
nmHHcE1kOsS,St. Peters Clever Health Centre,13795,,,1,,8
emLCWt34jqJ,St.John's Mission Hospital,24931,,,,,1
tfF4u9ZIaPU,St.Lawrence Hospital,21162,Kanyada Homa bay - Rongo Road,,,,4
fUwtOHR3iUn,St.Mary's Ringa Health Centre,20364,,,,,6
LqjMvQa9FEg,St.Raphael Dispensary (Matisi),18515,,,1,,12
zRBS2zoqdK1,St.Rita Hospital,27363,,,,,1
yY09wUgxTvI,St.Scholastica Uzima Hospital,13246,,,2,,10
pWR66wmbzpU,ST.TERESA ASANTE NAGOYA DISPENSARY,22922,,,1,,4
okndWT0Msuy,St.Ursula's Dispensary,15669,,,,,1
N7I77jkJALV,Stanley Health Services,24659,,,,,1
FRl0E7Ux4wQ,Star Hospital Kisumu (Annex),23543,,,,,1
zkY1vTT6ZhX,Star Maternity & Nursing Home,14129,,,,,2
v8TZZfCfq38,Star Specialist Hospital Limited,11829,,,,,1
bKNoJXJZYXg,State House Dispensary (Mombasa),11831,,,,,1
MuDVPrkGT72,Stejon Health care services,23971,,,,,1
KJUjdK8FAVd,Straight up Medical Clinic,24647,,,,,1
HA5i0GTECJG,Suam Wema Medical Clinic,28867,,,,,1
rLTST5T975t,Suba North Sub-County Hospital,13798,,,3,,19
bPtrtamWTmT,Suba Sub County Hospital,14130,,,5,,14
v0GRG4yvnRW,Subukia Sub County Hospital,15678,,,,,10
ldTs7l4tu6V,Subuku Health Centre,11076,,,,,2
T1uXrFqADc3,Sucos Hospital,14204,,,,,1
Cl76IbPa084,Suguta Health Centre,14131,,,1,,2
t75KnRpIucJ,Sultan Hamud Sub County Hospital,12777,,3,2,,21
bcDbN0OHWLe,Sulwe Dispensary,20246,near chesamisi market,,1,,1
r7hNHZYd4pj,Sumba Community Dispensary,14133,,,1,,3
GCf3d9mHavm,Summit Medical Clinic (Chepilat),23159,,,,,4
xKOxyxxlXk1,Suna Nursing and Maternity Home,14134,,,2,,3
hcF52HKSsCR,Suna Rabuor Dispensary,14135,situated in Suba East Division and its  a GOK Facility,,1,,6
Sepsy4Bb35C,Suna Ragana Dispensary,14136,Situated in Suba Central and its a GOK Facilily,,3,,13
XgCDq1zkmPu,Sunga Dispensary,17175,,,,,4
GuapP3gRe0D,Sunview Maternity and Nursing Home,19739,,,,,2
t1Sit0KrbOb,Survivors Organization,29764,,,,,1
TfGXT6KZQ1C,Survivors Organization Clinic,21966,,,,,7
XgoiKilkyNj,Suswa Dispensary,26832,,,,,3
NxWEAdV6b7a,Suwerwa Health Centre,15692,,,1,,2
Pz39ORJFqm7,Swindon St Elizabeth Clinic,14138,,,1,,2
R2rsYA67uem,SWOP Clinic Donholm,22349,,,,,9
iUoikQq3xgk,Swop Kawangware,19719,,,,,10
WF5Bjbhvqtq,Swop Korogocho,19271,,,,,1
VgZpqrxhRPh,SWOP Thika Road VCT,18896,,,,,8
M5fvKeUiG2F,Syotuvali Dispensary,21670,,,,,1
jH6Z5wyMtrQ,Syumile Health Centre,12782,,,,,1
erge4sMabaa,Tabaka Mission Hospital,14139,,,3,,14
FpRo1CGZrMi,Tabani Dispensary,20322,,,,,1
B7uMXQhtT6l,Tabitha Medical Clinic,13234,,,,1,23
a4s2wKfJc30,Takaungu Dispensary,11836,,,,,2
QFr0QG0e4r6,Takawiri Health Centre,14140,,,,,1
ZZNxSbbRSpF,Takitech Dispensary,15700,,,,,1
Jp842VS9qqy,Tala Health Centre,17170,,,,,1
ukxQvonmMyN,Talek Health Centre,15702,,,1,,2
MMt233V3ZHG,Talitia Dispensary,21608,,,1,,3
AXYL3o00Lq2,Tambach Sub-County Hospital,15703,,,,,2
yLNK3JwODOO,Tamlega Dispensary,16148,,,,,1
PENvTx4fphA,Tamu Health Centre,14141,,,1,,2
epdkO0a3gPN,Tana Clinic,11085,,,,,2
yLBn5USmgz1,Tanaka Nursing Home,16149,,,,,6
qThsoxvdyh3,Tarakwa Health centre,15710,,,1,1,5
nnQCgclxCj6,Taranganya Dispensary,14144,,,,,1
hVc9GNgGPYF,Taru Dispensary,11838,,,,,1
bm5rOfK9Fwr,Tassia Kwa Ndege Hospital,27815,,,4,1,20
ynPfWsPSnEZ,Tausa Health Centre,11839,,,,,1
xlKQSUOfy0y,Taveta Sub County Hospital,11840,,1,4,,12
oDO5QS3lXAv,Tawa Sub-County Hospial,12787,,,3,,12
N61hgyIZ9lO,Tawakkul Medical Clinic,30018,,,,,1
Wcgkpv2BHcy,Tawfiq Muslim Hospital,11843,,,,,6
nU0IUSP4a2b,Tayyiba Medical Centre,14070,,,,,1
Rb2ToilrNJu,Tea Research Foundation Dispensary,16471,,,,,1
Th9AM1s9wWU,Teens Watch (FSW) Centre,24818,,,,,1
jYVqRIqeR3q,Tegat Sub County Hospital,15714,,,,,4
s9likQBEhHv,Tei Wa Yesu Health Centre,12789,,,,,2
Ybn3yoQ90sa,Tekeleza Dice Kisii,20408,"Key Population
HIV SERVICES",,,,3
JNYfO0eMqbH,Tenduet Dispensary,15717,,,1,,3
sIPPqjV5N2U,Tenwek Hospital Annex (Bomet),24143,,,,,2
XcONFFYJVWE,Tenwek Mission Hospital,15719,,,,,16
Uy0Kw0Km8J3,Tereza D'Lima Dispensary,12773,,,,,1
YYQm99dJJ7X,Teso North Sub County Hospital,16150,,,1,1,36
WeOT6kiStqL,Tezo Community Health Care,11848,,,,,4
PhPRDX1hex6,Thaana Nzau Dispensary,12792,,,,,1
NA01Vm8rjMs,Thagana County Medical Centre,23275,,,,,1
XpgCObK6h8l,Thanantu Faith Clinic Dispensary,12793,,,,,5
g4svIkkj4LQ,Thangathi Health Centre,11090,,,,,5
kQq5xNDs2NC,The Caitlin O'Hara Community Health Clinic,30824,,,1,,
irSZRFDiMu1,The Dawameds Hospital Limited,24242,,,,,1
CZvhXoH6bT8,The Hope Medical Centre-Awasi,18415,Maternity and Nursing home,,,,3
cX0OtKNpyyO,The Hopkins Crescent Hospitals Limited,26691,,,,,2
dU2BSQ7w7wU,The Karen Hospital,13004,,,,,4
TdONu8hu7bu,The Karen Hospital LTD -  Nakuru Clinic,25091,,,,,1
mVjvQPVEjR6,The Mater Misericordiae Hospital (Mukuru),13074,,,1,,21
kIu1ZiuWQMv,The Modern Liberty Hospital LIMITED,29670,,,,,1
Gax2TdaJYRW,The Pine Hospital,26053,,,,,1
C40lzsD0Qxv,The white cresent Hospital,25719,,,,,2
rW142rztOPK,Thiba Health Centre,11092,,,1,,3
KFaSkuOoYYU,Thika Level 5 Hospital,11094,,1,4,,56
t7WClJf9O1y,Thika Nursing Home,11097,,,,,1
FTGCRRob4SZ,Thika Sam's Nursing Home,26244,,,,,3
sxGKQKrxYTH,Thim Jope Dispensary,20073,,,1,,
sJHMc412zV6,Thim Lich Dispensary,16278,,,2,,5
X1oLiwDSw9V,Thinu Health Centre,12796,,,,,2
UwzYXDUJFGj,Thitha Dispensary,12798,,,1,,2
sM5jV4xyWYh,Thunguma Dispensary,22179,,,,,1
x8dwth6BYiK,Tigoi Health Centre,16151,,,1,,5
jyOgldxx4Ok,Tigoni Level 4 Hospital,11104,,,,,19
PyWrHEBhFcc,Tiinei Dispensary,16368,,,,,1
S9EM52EwGgF,Timau Catholic Dispensary,12801,,,,,3
d0imj0dhHw1,Timau Sub-County Hospital,12802,Timau Hospital is off Meru Nanyuki road next to the County Commissioners' office,,,,6
qST1ERiAwNm,Timboni Community Dispensary,11851,,,2,,14
r3d8BgiWRyz,Tindereti Dispensary,14145,,,,,1
kuzvgtX2kyS,Ting'wangi Health Centre,14148,,,,,9
tU8NI8ktS8x,Tinga Health Centre,14146,,,1,,8
dLWshrUrHts,Tinganga Catholic Dispensary,17094,,,,,10
n8Ox0LYd7Di,Tingare Health Centre,14147,,,1,,2
LFBf0WwBzaX,Tisinye Health Centre,14149,,,1,,1
r5nl0fmu65n,Tiva Dispensary,12803,,,,,1
OjZbKpyClzL,Tiwi Kwa Sammy Medical Center Limited,11830,,,,,1
gEvZgtrunJY,Tiwi RHTC,11853,,,,,3
xkZKxIwAsFy,Togomin Chebilat,28591,,,,,1
iUpiwFY2vI7,Tom Mboya Dispensary,15732,,,8,1,26
COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,,,1,3
XKVPZ47BC5b,Tombe Health Centre,14151,,,,,4
yHZp8VN4Z0I,Tombe Medicare Centre (Manga),13801,,,,,2
HzkPnfQ6FGT,Tombo Dispensary,20837,,,,,2
eNZAGD0lqAk,Tonga Health Centre,14152,,,,,2
exNcDMt9Cjs,Tongaren Model Health Centre,16152,,,2,,6
jQYCLl1pCIx,Tononoka Administration Police Dispensary & VCT,11854,,,,,5
XNC30RIDLbz,Tononoka Ap Dispensary (Tononoka),11223,,,,,2
hsgVQyr21gH,Tonymed Medical Clinic,16682,,,2,,2
ajXvRfmjYFy,Top Station Dispensary,15734,,,3,,7
tCdOaBSEWh8,Topcare Medical Center Subukia,21143,,,,,1
WzkeCX9NJHS,Topcare Nursing Home,18189,,,,,2
Ig4nN4ZgawG,Toretmoi Dispensary,17022,,,1,,1
JsyNWojvXgf,Total Health Centre,16403,,,2,,8
ZEIKCe2An8z,Trans Marigold Hospital,29267,,,,,6
MkgvUQue97g,Transmara West Sub County Hospital,15739,,,1,,12
UaP34SZAHKG,Triza Medical Clinic,24953,along Masjid Noor Mosque off umoja rubber,,,,2
s2g4LbaNE2w,Tsangatsini Dispensary,11859,,,2,,6
Dy7Tt7EFlvW,Tsavo Comprehensive Annex Medical Clinic,23849,,,,,2
fBY4PYGFVBq,Tseikuru Sub County Hospital,12805,,,,,4
QXYRGaSfPBL,Tudor District Hospital (Mombasa),11861,,,4,,18
NXEFQP2GnhN,Tuiyotich Dispensary,15745,,,,,1
gCfHf4tRoe8,Tulia Health Centre,12806,,,1,,3
k086cMTy5X8,Tulimani Health Centre,12808,,,1,,1
R7cVUaPd35q,Tulwet Health Centre,15747,,,,,2
qShCnJhUV5C,Tumaini clinic (Kiambu West),17371,,,,,1
EVGtiyRCiFL,Tumaini Dice,22564,,,,,1
EFUa7hVf8r5,Tumaini DICE - Asembo Bay,18557,,,,,3
xyaGAI5y5BB,Tumaini Dice Dispensary (Kisumu),20523,Non Governmental Organization Drop in Centre for Key Populations,,,,4
fMVB01WfR0G,TUMAINI DICE-SIAYA,22173,,,,,1
awDItG2Ze2Q,Tumaini DISC Clinic,22392,,,,,4
cicQMH7iOIv,Tumaini Dispensary,17473,,,,,1
T5zScOnkZDd,Tumaini Maternity and Nursing Home (Kibwezi),17917,,,,,1
ugEIP0qLx3w,Tumaini Medical Clinic (Thika West),17866,,,,,37
cqUcX50S0g3,Tumaini Sondu Dice,20934,Situated along Kisumu- Kisii highway at centre of Sondu Market.200 metres from Sondu Health Centre,,,,2
eQ411WldmOy,Tumutumu (PCEA) Hospital,11124,,,,,2
CtVVIjBzLkX,Tungutu Health Centre,12812,,,,,3
eDZupn6owH8,Tunyai Health centre,12813,,,1,,6
M3R1UYPIuf1,Tunzanani dispensary,24138,,,,,3
bArGQMJx5Vs,Turasha Dispensary,11126,,,1,,5
jbufYjWV5II,Turkwel Health Centre (Loima),15754,,,,,3
zu5PnPqhYSU,Tuthu Dispensary,11129,,,,,1
CVWhiAKtyc2,Tuti Medical Clinic,23895,,,,,1
bgPs2UcHIcc,Tuungane Center (Awendo),18503,,,,,2
RZWK03w2lGf,Tuungane Dice,18109,,,,,6
m7Apm4vbqtE,Tuuru Catholic Health Centre,12816,,,1,,6
uPPY2OWVTlo,Twiga Dispensary,22568,,1,1,,2
WPFI84EO5Ew,Tyaa Kamuthale Health Centre,12819,,,,,1
xmqZcSknOaR,Ucheru Community Health Centre,11130,,,,1,2
weyCAoCYvTj,Ugina Health Centre,14155,,,,,4
z4ye3IxRE6f,Ugua Pole Clinic,20444,,,,,1
QCgPeQ0XSzz,Ugweri Dispensary,12820,,1,1,,5
TftBThfkPx8,Uhembo Dispensary,17532,,,1,,3
TXGyS25PjDj,Uhuyi Dispensary,14107,,,,,6
noEGy4LQxmn,Ukia Dispensary,12822,,,1,,4
GqRPZuGWkm1,Ukunda Diani Catholic Dispensary,11867,,,,,3
Iup62QtD0aw,Ukunda Medical Clinic,16552,,,,,4
izw2qiqKFYI,Ukwala Sub County Hospital,14156,,,2,,15
TsA9YJvSsDV,Ulafu Dispensary,20507,,,1,,
WnyXc5FYO5e,Ulanda Mission Dispensary,14157,,,,,8
dNgg6md2JdN,Uloma Dispensary,22406,,,1,,
i7fRWb47rxA,Ulungo Dispensary,14158,in usigu Division . boarders Yala swamp in Siaya District .the facility is very far from the main road almost 8km,,,,3
JR47sh98qKk,Uluthe Dispensary,13799,,,,,4
EqMPdPE7rOm,Umala Dispensary,16791,,,,,3
adrt3yquw88,Umer Dispensary,17530,,,,,4
l0VBmNzYUnH,Umoja Dispensary,22708,,,,,1
zGAtALrJYYg,Umoja Health Centre,13240,,,3,,13
QEnV6142tKT,Unga Health Center,20242,,,,,3
g21QmK3g2Hf,Unison Medical Clinic,17032,,,,,2
kZ8MryqHonL,University of Nairobi Health Services-Main Campus,13242,,,,,2
fPbVD7Wu8M7,Upendo Medical Clinic (Kitui),12826,at Kabati town,,,,2
Ty7UTI6ULgR,Upper Solai Health Centre,15763,,,1,,4
ER9BOdawZcT,Uradi Health Centre,17183,,,,,5
oYvO4rVR6jz,Urafiki Medical Clinic,18142,,,,,1
mGga9qtmJEk,Urenga Health Centre,14159,,,,,4
cgLe4rXJQ2f,Uriri Dispensary,14160,,,,,4
eNAWFykGp3w,Uriri Sub County Hospital,14161,,,2,,21
QqzDmPTu1tk,Usao Health Centre,14162,,,,,6
U0QSt0gU4Am,Usenge Dispensary,14163,in Usigu Division,,,,7
xitAURIVSmj,Ushirika Dispensary (Dandora),26913,,,4,,16
fWva3QHl9PM,Ushirika Medical Clinic,13245,,,,,10
Iya3kdsvW1A,Usigu Health Centre,14164,in Usigu Division,,2,,5
AqP3pSCdfOg,Utange Medical Centre,23304,,,,,3
WHsccpcdkET,Utawala Dispensary,13448,,,2,,2
Aor4slMUZ22,Uthiru Health Centre,11141,,,,,8
MwFhJW2w7yH,Uthiru Muthua Health Centre,18628,,,1,1,10
EiVhYYfY6Xm,Uvete Health Centre,17441,,,1,,1
jOzfLmxxFJW,Uviluni Dispensary,17845,,,,,1
I5TrVHHQiTO,Uwanja Wa ndege Dispensary,23925,,,,,1
pdEPFrsSUIf,Uyawi Sub County Hospital,14165,in nyangoma Division,,1,,12
uhNFQITyFnB,Uzima Uhai Health centre,22848,,,,,9
hTB7MRoMKMg,Valley Hospital Limited,15764,,,,,1
CFOmFTRmpEp,Vanga Health Centre,11879,,1,,,3
cd2oXY1uQan,Verna Health Centre,14166,,,1,,34
mfkFWNnJ5AP,Vigetse Medical Clinic,20692,OFF LUSIOLA MARKET ROAD,,1,,6
Yb2CWS6G5vL,Vigurungani Dispensary,11880,,,,,5
ZJARL7Ml1Hp,Vihiga County Referral Hospital,16157,NEAR GOVERNORS OFFICE,,,,4
dhpZNi2matH,Vihiga Health Centre,16158,OFF MAJENGO -KIMA ROAD NEAR VIHIGA POLICE STATION,,2,,5
DNLEbCijBau,Vikobani Dispensary,29655,,,1,,1
Bmhbkq3ILv5,Vikunga Dispensary,20174,About a kilometre from Malimili market,,,,2
VcOYPR8pkif,Vimcare Medical  Clinic,30901,,,,,1
RcrmlT9WtQU,Vineyard Hospital,10154,,,,,6
hCnhN2p6C9T,Vipingo Rural Demonstration Health Centre,11881,,,2,,18
oRbDEjHUl6c,Virhembe Nursing Home,20175,,,,,2
